Term                 | Document ID          | Term Frequency
period               | https://en.wikipedia.org/wiki/Main_Page | 1         
period               | https://en.wikipedia.org/wiki/Pharaoh | 14        
africa               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
africa               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
africa               | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
africa               | https://en.wikipedia.org/wiki/Special:Random | 6         
proceed              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
proceed              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
proceed              | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
geograph             | https://en.wikipedia.org/wiki/List_of_pharaohs | 8         
geograph             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 8         
geograph             | https://en.wikipedia.org/wiki/Special:Random | 1         
prolif               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
prolif               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
shabaab              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
benines              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
understand           | https://en.wikipedia.org/wiki/Main_Page | 1         
understand           | https://en.wikipedia.org/wiki/Wikipedia:Contents | 2         
birth                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
birth                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
birth                | https://en.wikipedia.org/wiki/Special:Random | 1         
birth                | https://en.wikipedia.org/wiki/Pharaoh | 1         
xvi                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
xvi                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
xvi                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
bebiankh             | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
bebiankh             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
bebiankh             | https://en.wikipedia.org/wiki/Pharaoh | 1         
medina               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
medina               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
heaven               | https://en.wikipedia.org/wiki/Main_Page | 1         
ever                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
ever                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
ever                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
akhetaten            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
akhetaten            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
million              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
million              | https://en.wikipedia.org/wiki/Wikipedia:About | 2         
even                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
even                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
even                 | https://en.wikipedia.org/wiki/Main_Page | 1         
even                 | https://en.wikipedia.org/wiki/Pharaoh | 2         
wive                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
wive                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
wive                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
esperanto            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
esperanto            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
esperanto            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
esperanto            | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
esperanto            | https://en.wikipedia.org/wiki/Help:Contents | 1         
esperanto            | https://en.wikipedia.org/wiki/Main_Page | 2         
esperanto            | https://en.wikipedia.org/wiki/Pharaoh | 1         
gui                  | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
gui                  | https://en.wikipedia.org/wiki/Main_Page | 1         
hemhem               | https://en.wikipedia.org/wiki/Pharaoh | 4         
bull                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
bull                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
bull                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
jointli              | https://en.wikipedia.org/wiki/List_of_pharaohs | 5         
jointli              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 5         
champion             | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
senusret             | https://en.wikipedia.org/wiki/List_of_pharaohs | 13        
senusret             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 13        
senusret             | https://en.wikipedia.org/wiki/Pharaoh | 4         
larger               | https://en.wikipedia.org/wiki/Pharaoh | 1         
predynast            | https://en.wikipedia.org/wiki/List_of_pharaohs | 32        
predynast            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 32        
predynast            | https://en.wikipedia.org/wiki/Pharaoh | 1         
circuit              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
queen                | https://en.wikipedia.org/wiki/List_of_pharaohs | 23        
queen                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 23        
queen                | https://en.wikipedia.org/wiki/Pharaoh | 3         
merneptah            | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
merneptah            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
merneptah            | https://en.wikipedia.org/wiki/Pharaoh | 1         
hohen                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
hohen                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
egyptian             | https://en.wikipedia.org/wiki/List_of_pharaohs | 46        
egyptian             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 46        
egyptian             | https://en.wikipedia.org/wiki/Pharaoh | 40        
krecji               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
krecji               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
dodson               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
dodson               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
dodson               | https://en.wikipedia.org/wiki/Pharaoh | 1         
institut             | https://en.wikipedia.org/wiki/List_of_pharaohs | 9         
institut             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 9         
institut             | https://en.wikipedia.org/wiki/Special:Random | 1         
institut             | https://en.wikipedia.org/wiki/Pharaoh | 1         
pga                  | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
ikreti               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
ikreti               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
restrict             | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
articl               | https://en.wikipedia.org/wiki/List_of_pharaohs | 70        
articl               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 70        
articl               | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
articl               | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 5         
articl               | https://en.wikipedia.org/wiki/Wikipedia:About | 8         
articl               | https://en.wikipedia.org/wiki/Help:Contents | 24        
articl               | https://en.wikipedia.org/wiki/Main_Page | 11        
articl               | https://en.wikipedia.org/wiki/Special:Random | 3         
articl               | https://en.wikipedia.org/wiki/Pharaoh | 19        
articl               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 46        
hierat               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
hierat               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
hierat               | https://en.wikipedia.org/wiki/Pharaoh | 2         
entiti               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
mondai               | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
nerikar              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
nerikar              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
nerikar              | https://en.wikipedia.org/wiki/Pharaoh | 1         
siesemeriamun        | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
siesemeriamun        | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
courtli              | https://en.wikipedia.org/wiki/Pharaoh | 1         
particularli         | https://en.wikipedia.org/wiki/Pharaoh | 1         
imprison             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
anedjib              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
anedjib              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
anedjib              | https://en.wikipedia.org/wiki/Pharaoh | 2         
luxembourg           | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
lexikon              | https://en.wikipedia.org/wiki/List_of_pharaohs | 12        
lexikon              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 12        
helmut               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
helmut               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
lepsiu               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
lepsiu               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
xxi                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
xxi                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
xxi                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
midant               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
midant               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
renseneb             | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
renseneb             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
renseneb             | https://en.wikipedia.org/wiki/Pharaoh | 1         
phe                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
phe                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
enterpris            | https://en.wikipedia.org/wiki/Special:Random | 1         
phd                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
detlef               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
detlef               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
charact              | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
charact              | https://en.wikipedia.org/wiki/Help:Contents | 1         
charact              | https://en.wikipedia.org/wiki/Main_Page | 1         
harmoni              | https://en.wikipedia.org/wiki/Pharaoh | 1         
lahun                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
lahun                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
rereleas             | https://en.wikipedia.org/wiki/Main_Page | 1         
xxv                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
xxv                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
xxv                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
jhelum               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
meanwhil             | https://en.wikipedia.org/wiki/Pharaoh | 2         
xxx                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
xxx                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
xxx                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
instanc              | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
instanc              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
instanc              | https://en.wikipedia.org/wiki/Pharaoh | 3         
aurelian             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
aurelian             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
aurelian             | https://en.wikipedia.org/wiki/Pharaoh | 1         
arrow                | https://en.wikipedia.org/wiki/Pharaoh | 1         
steward              | https://en.wikipedia.org/wiki/Pharaoh | 1         
reign                | https://en.wikipedia.org/wiki/List_of_pharaohs | 125       
reign                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 125       
reign                | https://en.wikipedia.org/wiki/Pharaoh | 16        
templ                | https://en.wikipedia.org/wiki/List_of_pharaohs | 13        
templ                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 13        
templ                | https://en.wikipedia.org/wiki/Pharaoh | 5         
nemtyemsaf           | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
nemtyemsaf           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
nemtyemsaf           | https://en.wikipedia.org/wiki/Pharaoh | 2         
motiv                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
earlier              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
earlier              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
earlier              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
earlier              | https://en.wikipedia.org/wiki/Pharaoh | 1         
stewart              | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
stewart              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
unabl                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
unabl                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
whether              | https://en.wikipedia.org/wiki/Pharaoh | 1         
mernudjem            | https://en.wikipedia.org/wiki/Pharaoh | 1         
burundi              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
motif                | https://en.wikipedia.org/wiki/Pharaoh | 1         
stock                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
piu                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
piu                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
piu                  | https://en.wikipedia.org/wiki/Pharaoh | 1         
karnak               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
karnak               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
karnak               | https://en.wikipedia.org/wiki/Pharaoh | 2         
dashur               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
dashur               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
uzbekistan           | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
piw                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
piw                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
armi                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
armi                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
armi                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
armi                 | https://en.wikipedia.org/wiki/Pharaoh | 2         
suspend              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
matthew              | https://en.wikipedia.org/wiki/Pharaoh | 1         
piy                  | https://en.wikipedia.org/wiki/List_of_pharaohs | 5         
piy                  | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 5         
piy                  | https://en.wikipedia.org/wiki/Pharaoh | 2         
theben               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
theben               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
terror               | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
evid                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
evid                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
evid                 | https://en.wikipedia.org/wiki/Pharaoh | 3         
evid                 | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
ritual               | https://en.wikipedia.org/wiki/Pharaoh | 2         
munich               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
munich               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
uniqu                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
uniqu                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
uniqu                | https://en.wikipedia.org/wiki/Main_Page | 1         
menkheperur          | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
menkheperur          | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
undocu               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
nebpehtir            | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
nebpehtir            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
ethic                | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
tertiari             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
tertiari             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
farrel               | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
durham               | https://en.wikipedia.org/wiki/Pharaoh | 1         
swai                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
swai                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
governor             | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
virginia             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
koin                 | https://en.wikipedia.org/wiki/Pharaoh | 3         
evil                 | https://en.wikipedia.org/wiki/Pharaoh | 1         
basic                | https://en.wikipedia.org/wiki/Wikipedia:About | 2         
basic                | https://en.wikipedia.org/wiki/Help:Contents | 2         
basic                | https://en.wikipedia.org/wiki/Main_Page | 1         
disabl               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
disabl               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
setepenptah          | https://en.wikipedia.org/wiki/List_of_pharaohs | 8         
setepenptah          | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 8         
websit               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
websit               | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
websit               | https://en.wikipedia.org/wiki/Special:Random | 1         
alexandrian          | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
alexandrian          | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
busk                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
busk                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
unclear              | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
unclear              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
busi                 | https://en.wikipedia.org/wiki/Portal:Current_events | 3         
busi                 | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
accost               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
accost               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
fridai               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
subtop               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
matthia              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
matthia              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
combat               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
ttingen              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
ttingen              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
ttinger              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
ttinger              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
pkk                  | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
twentieth            | https://en.wikipedia.org/wiki/List_of_pharaohs | 30        
twentieth            | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 30        
akheperr             | https://en.wikipedia.org/wiki/Pharaoh | 1         
misinform            | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
design               | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
design               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
design               | https://en.wikipedia.org/wiki/Main_Page | 1         
design               | https://en.wikipedia.org/wiki/Pharaoh | 3         
suspens              | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
identif              | https://en.wikipedia.org/wiki/Main_Page | 1         
land                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
land                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
land                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
land                 | https://en.wikipedia.org/wiki/Pharaoh | 3         
land                 | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
payraudeau           | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
payraudeau           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
burn                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
burn                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
burn                 | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
burk                 | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
buri                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 10        
buri                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 10        
chief                | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
chief                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
chief                | https://en.wikipedia.org/wiki/Pharaoh | 3         
midrash              | https://en.wikipedia.org/wiki/Pharaoh | 2         
accord               | https://en.wikipedia.org/wiki/List_of_pharaohs | 13        
accord               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 13        
accord               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
accord               | https://en.wikipedia.org/wiki/Pharaoh | 2         
aircraft             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
hurrican             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
grenadin             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
sandbox              | https://en.wikipedia.org/wiki/Help:Contents | 1         
menkaur              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
menkaur              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
menkaur              | https://en.wikipedia.org/wiki/Pharaoh | 1         
myanmar              | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
isesi                | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
isesi                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
isesi                | https://en.wikipedia.org/wiki/Pharaoh | 1         
encyclopedia         | https://en.wikipedia.org/wiki/List_of_pharaohs | 27        
encyclopedia         | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 27        
encyclopedia         | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
encyclopedia         | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
encyclopedia         | https://en.wikipedia.org/wiki/Wikipedia:About | 3         
encyclopedia         | https://en.wikipedia.org/wiki/Help:Contents | 2         
encyclopedia         | https://en.wikipedia.org/wiki/Main_Page | 3         
encyclopedia         | https://en.wikipedia.org/wiki/Special:Random | 1         
encyclopedia         | https://en.wikipedia.org/wiki/Pharaoh | 3         
encyclopedia         | https://en.wikipedia.org/wiki/Wikipedia:Contents | 3         
qatar                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
conduct              | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
conduct              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
conduct              | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
conduct              | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
conduct              | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
conduct              | https://en.wikipedia.org/wiki/Help:Contents | 1         
conduct              | https://en.wikipedia.org/wiki/Main_Page | 1         
conduct              | https://en.wikipedia.org/wiki/Special:Random | 1         
conduct              | https://en.wikipedia.org/wiki/Pharaoh | 1         
conduct              | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
wale                 | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
wale                 | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
neferkamin           | https://en.wikipedia.org/wiki/List_of_pharaohs | 4         
neferkamin           | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 4         
neferkamin           | https://en.wikipedia.org/wiki/Pharaoh | 2         
plunder              | https://en.wikipedia.org/wiki/Pharaoh | 1         
aros                 | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
aros                 | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
kashta               | https://en.wikipedia.org/wiki/Pharaoh | 1         
walk                 | https://en.wikipedia.org/wiki/Help:Contents | 1         
merybiap             | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
merybiap             | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
neferkheperur        | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
neferkheperur        | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
cultur               | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
cultur               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
cultur               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
cultur               | https://en.wikipedia.org/wiki/Pharaoh | 2         
cultur               | https://en.wikipedia.org/wiki/Wikipedia:Contents | 9         
khata                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
khata                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
walmart              | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
induct               | https://en.wikipedia.org/wiki/Pharaoh | 1         
mobil                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
mobil                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
mobil                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
mobil                | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
mobil                | https://en.wikipedia.org/wiki/Wikipedia:About | 2         
mobil                | https://en.wikipedia.org/wiki/Help:Contents | 4         
mobil                | https://en.wikipedia.org/wiki/Main_Page | 1         
mobil                | https://en.wikipedia.org/wiki/Special:Random | 1         
mobil                | https://en.wikipedia.org/wiki/Pharaoh | 1         
mobil                | https://en.wikipedia.org/wiki/Wikipedia:Contents | 1         
oversight            | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
oversight            | https://en.wikipedia.org/wiki/Help:Contents | 1         
unreview             | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
crook                | https://en.wikipedia.org/wiki/Pharaoh | 3         
decad                | https://en.wikipedia.org/wiki/Wikipedia:Contents | 2         
harsies              | https://en.wikipedia.org/wiki/List_of_pharaohs | 2         
harsies              | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 2         
harsies              | https://en.wikipedia.org/wiki/Pharaoh | 1         
championship         | https://en.wikipedia.org/wiki/Portal:Current_events | 4         
eventu               | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
eventu               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
onlin                | https://en.wikipedia.org/wiki/List_of_pharaohs | 3         
onlin                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 3         
onlin                | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
onlin                | https://en.wikipedia.org/wiki/Main_Page | 1         
marsh                | https://en.wikipedia.org/wiki/List_of_pharaohs | 1         
marsh                | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 1         
marsh                | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
mccarrick            | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
yesterdai            | https://en.wikipedia.org/wiki/Portal:Current_events | 2         
nyweid               | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
ishmael              | https://en.wikipedia.org/wiki/Pharaoh | 1         
theban               | https://en.wikipedia.org/wiki/List_of_pharaohs | 7         
theban               | https://en.wikipedia.org/wiki/List_of_pharaohs#bodyContent | 7         
began                | https://en.wikipedia.org/wiki/Pharaoh | 1         
want                 | https://en.wikipedia.org/wiki/Wikipedia:Contact_us | 1         
want                 | https://en.wikipedia.org/wiki/Help:Contents | 1         
qaraqalpaqsha        | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
qaraqalpaqsha        | https://en.wikipedia.org/wiki/Wikipedia:About | 1         
forecast             | https://en.wikipedia.org/wiki/Portal:Current_events | 1         
